,f1,f2,f3,f4,f5,f6,f7,class
0,0.8145052694812932,0.18656258076917046,2.296295514042866,0.7983708276126193,2.296295514042866,0.5865101832704893,6.816451061752502,0.0
1,0.7567472863249706,0.19370079137378143,2.296295863568024,0.8171220057583167,2.296295863568024,0.5823451102474647,-52.444715645594336,0.0
2,0.8311889317275323,0.17645421331639752,2.2963145430758236,0.8074561210614768,2.2963145430758236,0.5882416667309817,12.705150109836465,0.0
3,0.7669027606553621,0.3043436237486078,2.2963097931510523,0.8766142046674116,2.2963097931510523,0.5686531121878989,-3.992433487917989,0.0
4,0.9111177979154349,0.22162884607583785,2.296305657843872,0.8350387334602843,2.296305657843872,0.5764950075788207,-17.99926775689529,0.0
5,0.8659329293874707,0.2030324830966383,2.2962982431022483,0.8173642004186236,2.2962982431022483,0.5833205275052669,-27.8230412496949,0.0
6,0.8139911468347658,0.23000363429795856,2.296313625529427,0.8213204212128483,2.296313625529427,0.5834066144293498,-13.33463509885282,0.0
7,0.8272117532298247,0.2177675594102694,2.2963115654605373,0.8120766348790659,2.2963115654605373,0.5832775613821785,-5.653893092506713,0.0
8,0.8653362825273218,0.2694282799972195,2.2963093485954755,0.8248907069375293,2.2963093485954755,0.5739641212656587,8.200878691725652,0.0
9,1.1195244876694725,0.203053818190945,2.296300565305929,0.7998010083230959,2.296300565305929,0.5838401731894579,-27.36953868684403,0.0
10,0.8057749169996846,0.24340143975988426,2.296306320131305,0.8122476528467516,2.296306320131305,0.577067136418978,-13.600195264827923,0.0
11,0.7784558278869526,0.20930292019129482,2.2963049281316117,0.7958956178103427,2.2963049281316117,0.5812330070241363,-14.408347571393703,0.0
12,0.7570592473533675,0.20323566606468876,2.296303062143074,0.7920901976019358,2.296303062143074,0.5829356732745489,7.406394923114474,0.0
13,1.017092628353227,0.18922066529243264,2.2962999740782877,0.784445927289517,2.2962999740782877,0.5843232080635379,6.127654381254577,0.0
14,0.9489663696856342,0.284721425715894,2.2963011147193764,0.8386048801555086,2.2963011147193764,0.5726371734762692,-5.324627776421772,0.0
15,0.929297322254779,0.2357660287662118,2.296299701560632,0.8292148795291379,2.296299701560632,0.577320401701498,5.0126922138149865,0.0
16,0.794153870289144,0.256454380609043,2.2962923834100586,0.8251040564544908,2.2962923834100586,0.5777221096437783,8.664388577007566,0.0
17,1.032240906980467,0.25696708360858395,2.2962847666734967,0.8237848020833345,2.2962847666734967,0.5791079060524805,12.6326580424701,0.0
18,0.8194277918374621,0.20799526380638217,2.2962819547687716,0.7967696053216967,2.2962819547687716,0.5826391739037138,7.651208201122773,0.0
